,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating
126,855 Peterkin Pl,Brea,CA,92821,960000,4,3,2677,3052,2004,38,359,http://www.redfin.com/CA/Brea/855-Peterkin-Pl-92821/home/5924588,CV21155500,33.9330488,-117.909819,7.667
127,605 Juniper St,Brea,CA,92821,1799000,5,3.75,3099,11761,1964,38,581,http://www.redfin.com/CA/Brea/605-Juniper-St-92821/home/4118734,PW21154525,33.9081172,-117.9131374,7
128,923 E Almond Dr,Brea,CA,92821,759990,3,1,1125,6223,1954,41,676,http://www.redfin.com/CA/Brea/923-E-Almond-Dr-92821/home/4145757,OC21151606,33.9213449,-117.8859702,7.333
129,3920 Landmark Ln,Brea,CA,92823,1250000,4,2.5,3061,4950,2002,44,408,http://www.redfin.com/CA/Brea/3920-Landmark-Ln-92823/home/5762291,TR21150092,33.9248748,-117.8411938,7.667
130,805 N Sutter Ct,Brea,CA,92821,2375000,5,5.5,5380,8951,2015,54,441,http://www.redfin.com/CA/Brea/805-Sutter-Ct-92821/home/58553320,PW21132991,33.9304804,-117.8681668,7.667
131,902 Buttonwood Dr,Brea,CA,92821,1199000,3,2,1900,8075,1970,116,631,http://www.redfin.com/CA/Brea/902-Buttonwood-Dr-92821/home/4142656,DW21090208,33.9269517,-117.8823377,8
132,324 Copa De Oro Dr,Brea,CA,92823,2999999,4,3.5,5803,117612,1990,125,517,http://www.redfin.com/CA/Brea/324-Copa-de-Oro-Dr-92823/home/4142043,PW21080449,33.9294853,-117.8097568,7.667
133,7284 Chippewa Cir,Buena Park,CA,90620,675000,3,1.5,1193,6552,1959,1,566,http://www.redfin.com/CA/Buena-Park/7284-Chippewa-Cir-90620/home/4042292,PW21185529,33.8551336,-118.0167104,5.333
134,4207 W Porter Ave,Fullerton,CA,92833,590000,3,1.75,1245,6000,1961,2,474,http://www.redfin.com/CA/Fullerton/4207-W-Porter-Ave-92833/home/3310712,OC21182128,33.8610227,-117.9816665,5.333
135,7791 Pavonia Cir,Buena Park,CA,90620,739000,3,1,1311,7560,1959,3,564,http://www.redfin.com/CA/Buena-Park/7791-Pavonia-Cir-90620/home/3308028,PW21181132,33.8496203,-117.9840915,4.667
136,8241 Holder St,Buena Park,CA,90620,780000,3,2,1072,7260,1955,3,728,http://www.redfin.com/CA/Buena-Park/8241-Holder-St-90620/home/3295332,21-774574,33.8441295,-118.0170306,7.667
137,8171 Holder St,Buena Park,CA,90620,830000,3,2,1400,7370,1955,4,593,http://www.redfin.com/CA/Buena-Park/8171-Holder-St-90620/home/3295221,PW21171639,33.844138,-118.0152008,7.667
138,7209 Van Buren Way,Buena Park,CA,90620,759900,4,2,1286,6000,1956,4,591,http://www.redfin.com/CA/Buena-Park/7209-Van-Buren-Way-90620/home/3675254,RS21180358,33.8378807,-118.0076527,4.333
139,6647 San Homero Way,Buena Park,CA,90620,699800,3,1.75,1187,6000,1957,4,590,http://www.redfin.com/CA/Buena-Park/6647-San-Homero-Way-90620/home/3296678,PW21182479,33.837188,-118.017488,5
140,6530 Notre Dame Dr,Buena Park,CA,90620,1200000,4,2.5,2795,4675,1998,4,429,http://www.redfin.com/CA/Buena-Park/6530-Notre-Dame-Dr-90620/home/3673278,SB21175501,33.8289326,-118.0167906,5
141,7777 Adams Way,Buena Park,CA,90620,699000,3,1.5,1259,6000,1956,4,555,http://www.redfin.com/CA/Buena-Park/7777-Adams-Way-90620/home/3674754,OC21172958,33.838357,-117.997362,4.333
142,5691 Tahoe Cir,Buena Park,CA,90621,715000,5,2.25,1992,2960,1966,5,359,http://www.redfin.com/CA/Buena-Park/5691-Tahoe-Cir-90621/home/3288571,PW21176425,33.878458,-117.990166,6.333
143,6042 Darlington Ave,Buena Park,CA,90621,580000,3,2,1275,6750,1939,5,455,http://www.redfin.com/CA/Buena-Park/6042-Darlington-Ave-90621/home/3283498,DW21181208,33.8728503,-117.9956855,5
144,6316 Morgan Way,Buena Park,CA,90620,775000,4,2,1497,6300,1962,8,518,http://www.redfin.com/CA/Buena-Park/6316-Morgan-Way-90620/home/4041877,PW21158655,33.8520694,-118.0227943,7
145,7852 Melrose St,Buena Park,CA,90621,949000,3,2,1360,7500,1928,8,698,http://www.redfin.com/CA/Buena-Park/7852-Melrose-St-90621/home/4061944,PW21177883,33.8611054,-117.9960326,5
146,8930 San Salvador Cir,Buena Park,CA,90620,950000,4,3,2452,3769,2012,9,387,http://www.redfin.com/CA/Buena-Park/8930-San-Salvador-Cir-90620/home/45378428,PW21178533,33.8333533,-118.0208273,7
147,8275 Galaxy Cir,Buena Park,CA,90620,975000,4,2.5,2475,5502,1982,9,394,http://www.redfin.com/CA/Buena-Park/8275-Galaxy-Cir-90620/home/3307905,DW21178476,33.8424693,-117.9880948,4.667
148,6081 Homewood Ave,Buena Park,CA,90621,800000,3,2,1050,6750,1947,9,762,http://www.redfin.com/CA/Buena-Park/6081-Homewood-Ave-90621/home/3283437,PW21144602,33.8722772,-117.9973136,5
149,7669 Larkspur Dr,Buena Park,CA,90620,749000,3,2,1304,5300,1975,11,574,http://www.redfin.com/CA/Buena-Park/7669-Larkspur-Dr-90620/home/3684008,OC21177749,33.8515903,-117.9947058,4.667
150,8691 Hillcrest Rd,Buena Park,CA,90621,3150000,4,6,6114,14592,1968,12,515,http://www.redfin.com/CA/Buena-Park/8691-Hillcrest-Rd-90621/home/4102343,PW21176424,33.891798,-117.9813005,7
151,1 Mariner,Buena Park,CA,90621,1150000,5,3,2567,5363,1999,13,448,http://www.redfin.com/CA/Buena-Park/1-Mariner-Cv-90621/home/4070861,PW21174878,33.8768118,-117.9788755,6
152,7175 Santa Lucia Cir,Buena Park,CA,90620,760000,3,2,1263,6000,1956,14,602,http://www.redfin.com/CA/Buena-Park/7175-Santa-Lucia-Cir-90620/home/3673434,OC21174881,33.8407233,-118.0080187,5.667
153,5262 Mccomber Rd,Buena Park,CA,90621,898700,3,2,1897,8050,1965,14,474,http://www.redfin.com/CA/Buena-Park/5262-McComber-Rd-90621/home/3284446,IV21174521,33.8840667,-118.0015454,5.333
154,5631 Burlingame Ave,Buena Park,CA,90621,1350000,4,3,2838,8760,1959,20,476,http://www.redfin.com/CA/Buena-Park/5631-Burlingame-Ave-90621/home/4101170,PW21169688,33.8786327,-117.9874771,7
155,7696 El Escorial Way,Buena Park,CA,90620,729000,3,1,1055,6700,1959,23,691,http://www.redfin.com/CA/Buena-Park/7696-El-Escorial-Way-90620/home/3683674,DW21168035,33.8490443,-118.0021172,5
156,8652 La Homa St,Cypress,CA,90630,1050000,4,2,3290,6534,1925,26,319,http://www.redfin.com/CA/Cypress/8652-La-Homa-St-90630/home/4026444,PW21164647,33.8366601,-118.0357848,6.667
157,7131 Santa Inez Cir,Buena Park,CA,90620,505000,3,1.5,1150,879,1964,29,439,http://www.redfin.com/CA/Buena-Park/7131-Santa-Inez-Cir-90620/home/3679810,RS21162916,33.845169,-118.008466,5.667
158,5612 Sprague Ave,Cypress,CA,90630,1050000,4,3,2582,2500,2005,33,407,http://www.redfin.com/CA/Cypress/5612-Sprague-Ave-90630/home/7210028,PW21159356,33.8371357,-118.0346695,6.667
159,7921 Franklin St,Buena Park,CA,90621,679000,2,1.75,860,5350,1930,34,790,http://www.redfin.com/CA/Buena-Park/7921-Franklin-St-90621/home/3282150,21-762904,33.8770393,-117.9949346,6
160,8724 Orchid Way,Cypress,CA,90630,1249990,4,3,2675,4577,2016,37,467,http://www.redfin.com/CA/Cypress/8724-Orchid-Way-90630/home/143911017,PW21155053,33.8356029,-118.0328618,6.667
161,7849 Adams Way,Buena Park,CA,90620,725000,4,1.5,1523,5580,1955,38,476,http://www.redfin.com/CA/Buena-Park/7849-Adams-Way-90620/home/3674778,PW21149767,33.8379403,-117.9951781,4.333
162,4218 W Flower Ave,Fullerton,CA,92833,699000,4,2,1245,6000,1962,42,561,http://www.redfin.com/CA/Fullerton/4218-W-Flower-Ave-92833/home/3310365,RS21146500,33.8626601,-117.9820326,5.333
163,4722 Fairhope Dr,La Mirada,CA,90638,799999,3,2,1528,7700,2012,53,524,http://www.redfin.com/CA/La-Mirada/4722-Fairhope-Dr-90638/home/3286190,21-751762,33.8919736,-117.9928301,7
164,5516 Paraguay Dr,Buena Park,CA,90620,689900,3,1,980,6724,1958,53,704,http://www.redfin.com/CA/Buena-Park/5516-Paraguay-Dr-90620/home/4033988,WS21142815,33.8531379,-118.0368826,7.333
165,6352 Darlington Ave,Buena Park,CA,90621,599999,2,1,931,6750,1927,98,644,http://www.redfin.com/CA/Buena-Park/6352-Darlington-Ave-90621/home/4062163,PW21104955,33.8681552,-117.9956208,5
166,34441 Via Gomez,Dana Point,CA,92624,1999999,3,3,4201,5200,2006,13,476,http://www.redfin.com/CA/Dana-Point/34441-Via-Gomez-92624/home/5004501,OC21173434,33.4623109,-117.669129,6.667
167,34521 Via Catalina Unit A & B,Dana Point,CA,92624,2195000,7,5,3689,6534,1945,5,595,http://www.redfin.com/CA/Dana-Point/34521-Via-Catalina-92624/unit-A-B/home/176139466,LG21181819,33.4612721,-117.672933,6.667
168,35391 Beach Rd,Dana Point,CA,92624,4475000,3,2.5,3043,5398,1987,15,1471,http://www.redfin.com/CA/Dana-Point/35391-Beach-Rd-92624/home/5001079,CV21174387,33.449316,-117.657083,6.667
169,35535 Beach Rd,Dana Point,CA,92624,4150000,2,2,1740,3321,1964,16,2385,http://www.redfin.com/CA/Dana-Point/35535-Beach-Rd-92624/home/5820009,OC21173639,33.447476,-117.654204,6.667
170,34820 Calle Del Sol,Dana Point,CA,92624,1749000,4,3,2391,7865,1954,18,731,http://www.redfin.com/CA/Dana-Point/34820-Calle-Del-Sol-92624/home/3571335,OC21171165,33.4578369,-117.6629645,6.667
171,35787 Beach Rd,Dana Point,CA,92624,7500000,4,3,2796,4633,1954,18,2682,http://www.redfin.com/CA/Dana-Point/35787-Beach-Rd-92624/home/5003226,OC21170662,33.4425541,-117.6478206,6.667
172,372 Plaza Estival,San Clemente,CA,92672,794000,3,2.5,1651,1575,1977,20,481,http://www.redfin.com/CA/San-Clemente/372-Plaza-Estival-92672/home/4999128,OC21169061,33.454349,-117.6558488,6.667
173,35381 Beach Rd,Dana Point,CA,92624,5995000,4,4,3789,4738,1995,23,1582,http://www.redfin.com/CA/Dana-Point/35381-Beach-Rd-92624/home/5000564,OC21165000,33.449438,-117.657295,6.667
174,35527 Beach Rd,Dana Point,CA,92624,6950000,5,4.5,3986,4983,1991,30,1744,http://www.redfin.com/CA/Dana-Point/35527-Beach-Rd-92624/home/5001093,OC21156136,33.447655,-117.654335,6.667
175,35067 Beach Rd,Dana Point,CA,92624,3998000,6,3.5,3000,6534,1963,33,1333,http://www.redfin.com/CA/Dana-Point/35067-Beach-Rd-92624/home/5000485,OC21158724,33.4533092,-117.6652333,6.667
176,34691 Calle Rosita,Dana Point,CA,92624,1999000,4,3,3297,6812,1971,45,606,http://www.redfin.com/CA/Dana-Point/34691-Calle-Rosita-92624/home/3571445,OC21149068,33.4588764,-117.6632625,6.667
177,35555 Beach Rd,Dana Point,CA,92624,6500000,3,3.5,4312,5110,1987,99,1507,http://www.redfin.com/CA/Dana-Point/35555-Beach-Rd-92624/home/5001100,OC21104249,33.447237,-117.653719,6.667
178,35099 Beach Rd,Dana Point,CA,92624,7499999,9,7,4000,7841,1965,143,1875,http://www.redfin.com/CA/Dana-Point/35099-Beach-Rd-92624/home/5000496,PW21068529,33.4526449,-117.6641333,6.667
179,35131 Camino Capistrano,Dana Point,CA,92624,5199899,4,5.5,4391,,2001,556,1184,http://www.redfin.com/CA/Dana-Point/35131-Camino-Capistrano-92624/home/5001214,200007349,33.4523046,-117.6604488,6.667
180,2290 Channel Rd,Newport Beach,CA,92661,10650000,4,4,3418,4000,1963,11,3116,http://www.redfin.com/CA/Newport-Beach/2290-Channel-Rd-92661/home/3241534,NP21165282,33.5962234,-117.882079,7.667
181,3245 Montana Ave,Costa Mesa,CA,92626,1075000,3,2,1572,7665,1961,3,684,http://www.redfin.com/CA/Costa-Mesa/3245-Montana-Ave-92626/home/3691148,PW21179493,33.6891594,-117.9324746,5.667
182,2988 Andros St,Costa Mesa,CA,92626,1299000,4,1.75,1641,7000,1959,3,792,http://www.redfin.com/CA/Costa-Mesa/2988-Andros-St-92626/home/3694987,OC21183527,33.6802853,-117.9254723,5.667
183,1804 Ocean Ct,Costa Mesa,CA,92627,995000,3,3,1873,1456,2014,5,531,http://www.redfin.com/CA/Costa-Mesa/1804-Ocean-Ct-92627/home/58553546,OC21180676,33.6398827,-117.9424972,6
184,2131 Republic Ave,Costa Mesa,CA,92627,1075000,3,1,1265,7210,1954,8,850,http://www.redfin.com/CA/Costa-Mesa/2131-Republic-Ave-92627/home/4566167,OC21178712,33.651548,-117.9389276,5
185,1816 Oriole Dr,Costa Mesa,CA,92626,1425000,6,,2210,6500,1972,8,645,http://www.redfin.com/CA/Costa-Mesa/1816-Oriole-Dr-92626/home/3701701,OC21179921,33.6711759,-117.9324289,5.333
186,3017 Ceylon Rd,Costa Mesa,CA,92626,1400000,4,2,1734,7209,1959,11,807,http://www.redfin.com/CA/Costa-Mesa/3017-Ceylon-Rd-92626/home/3694620,NP21177182,33.6812388,-117.9304609,5.667
187,501 San Bernardino Ave,Newport Beach,CA,92663,3999999,6,6.5,4822,5875,2002,18,830,http://www.redfin.com/CA/Newport-Beach/501-San-Bernardino-Ave-92663/home/3241724,PW21168473,33.6257848,-117.921582,7.333
188,518 Santa Ana Ave,Newport Beach,CA,92663,4250000,5,5.5,5167,5875,1945,23,823,http://www.redfin.com/CA/Newport-Beach/518-Santa-Ana-Ave-92663/home/3241692,NP21166751,33.6264516,-117.9214904,7.333
189,660 Beach St,Costa Mesa,CA,92627,825000,3,1.5,1190,6600,1955,24,693,http://www.redfin.com/CA/Costa-Mesa/660-Beach-St-92627/home/4561985,LG21145578,33.6450172,-117.926113,4.333
190,1561 Orange Ave Unit B,Costa Mesa,CA,92627,1699000,4,3,2271,3002,2005,30,748,http://www.redfin.com/CA/Costa-Mesa/1561-Orange-Ave-92627/unit-B/home/5927231,NP21159326,33.631681,-117.922714,7.333
191,3151 Barbados Pl,Costa Mesa,CA,92626,1049000,3,2,1277,6100,1957,31,821,http://www.redfin.com/CA/Costa-Mesa/3151-Barbados-Pl-92626/home/3692863,PW21159030,33.6852698,-117.9278064,5.667
192,983 Trabuco Cir,Costa Mesa,CA,92627,989000,3,2.5,1522,4125,1977,36,650,http://www.redfin.com/CA/Costa-Mesa/983-Trabuco-Cir-92627/home/4555600,OC21147301,33.6567844,-117.9400717,5
193,1684 Shoreline Way,Costa Mesa,CA,92627,1250000,3,3.25,2197,1000,2016,37,569,http://www.redfin.com/CA/Costa-Mesa/1684-Shoreline-Way-92627/home/104302251,PW21156250,33.6356709,-117.9252215,7.333
194,864 W 19th St,Costa Mesa,CA,92627,1300000,3,3,3334,6800,1955,39,390,http://www.redfin.com/CA/Costa-Mesa/864-W-19th-St-92627/home/4568867,OC21150644,33.6435855,-117.9350146,5
195,2022 Baltra Pl,Costa Mesa,CA,92626,1579000,4,2.5,2580,7500,1964,44,612,http://www.redfin.com/CA/Costa-Mesa/2022-Baltra-Pl-92626/home/3699124,PW21146349,33.6760237,-117.9419022,5.333
196,20552 Lavonne Ln,Huntington Beach,CA,92646,1895000,4,3.5,2457,6944,1965,45,771,http://www.redfin.com/CA/Huntington-Beach/20552-Lavonne-Ln-92646/home/3812668,OC21148482,33.6643091,-117.9493844,8.667
197,547 Santa Ana Ave,Newport Beach,CA,92663,2950000,3,2,2101,5875,1948,51,1404,http://www.redfin.com/CA/Newport-Beach/547-Santa-Ana-Ave-92663/home/4585669,NP21144322,33.6275146,-117.9212616,7.333
198,3115 Samoa Pl,Costa Mesa,CA,92626,935000,3,2,1277,6100,1957,54,732,http://www.redfin.com/CA/Costa-Mesa/3115-Samoa-Pl-92626/home/3694126,PW21139569,33.6834119,-117.9275433,5.667
199,1896 Rhodes Dr,Costa Mesa,CA,92626,1415000,5,2.5,2538,9130,1963,55,558,http://www.redfin.com/CA/Costa-Mesa/1896-Rhodes-Dr-92626/home/3697659,OC21128998,33.6746459,-117.9361817,5.333
200,2705 Starbird Dr,Costa Mesa,CA,92626,2299800,5,3.75,3005,6000,1975,59,765,http://www.redfin.com/CA/Costa-Mesa/2705-Starbird-Dr-92626/home/4554983,OC21136381,33.6690811,-117.9279895,5.333
201,534 Westminster Ave,Newport Beach,CA,92663,3299800,5,5.5,4426,6375,2011,63,746,http://www.redfin.com/CA/Newport-Beach/534-Westminster-Ave-92663/home/4585464,WS21133470,33.6280719,-117.9227719,7.333
202,34 Ebb Tide,Newport Beach,CA,92663,1900000,3,3.5,2122,3920,2020,80,895,http://www.redfin.com/CA/Newport-Beach/34-Ebb-Tide-Cir-92663/home/175267173,IV21120136,33.6310014,-117.9312403,7.333
203,1589 Orange Ave,Costa Mesa,CA,92627,1290000,2,1,1000,6098,1946,100,1290,http://www.redfin.com/CA/Costa-Mesa/1589-Orange-Ave-92627/home/161039220,NP21103881,33.6323706,-117.9219939,7.333
204,1578 San Bernardino Pl,Costa Mesa,CA,92627,2949000,4,4.75,3300,7841,2004,232,894,http://www.redfin.com/CA/Costa-Mesa/1578-San-Bernardino-Pl-92627/home/4591518,OC21000153,33.6290382,-117.9178289,7.333
205,508 WESTMINSTER Ave,Newport Beach,CA,92663,2860000,5,5.5,5152,6375,2005,282,555,http://www.redfin.com/CA/Newport-Beach/508-Westminster-Ave-92663/home/5899393,OC20237643,33.627432,-117.9234127,7.333
206,6861 Via Kannela,Stanton,CA,90680,821000,3,2,1470,6000,1978,4,559,http://www.redfin.com/CA/Stanton/6861-Via-Kannela-90680/home/3672173,PW21183207,33.8055487,-118.0136454,4.333
207,11031 Ticonderoga Dr,Los Alamitos,CA,90720,1399999,5,3,2111,7900,1955,5,663,http://www.redfin.com/CA/Los-Alamitos/11031-Ticonderoga-Dr-90720/home/3938080,OC21181401,33.8024377,-118.0491403,8.75
208,10450 Rose Ann Cir,Cypress,CA,90630,1399900,5,3,3209,7022,2005,9,436,http://www.redfin.com/CA/Cypress/10450-Rose-Ann-Cir-90630/home/5955581,PW21157570,33.8111776,-118.0470136,8.5
209,11260 Fichot Way,Cypress,CA,90630,599000,2,1.5,1392,2104,1974,9,430,http://www.redfin.com/CA/Cypress/11260-Fichot-Way-90630/home/3944770,AR21178881,33.7989437,-118.0176252,9.333
210,5865 Rexford Ave,Cypress,CA,90630,1050000,4,3,2800,5520,1968,10,375,http://www.redfin.com/CA/Cypress/5865-Rexford-Ave-90630/home/3966316,PW21176474,33.8114073,-118.0306619,8.333
211,9791 Lee St,Cypress,CA,90630,799000,3,2,1381,6900,1965,16,579,http://www.redfin.com/CA/Cypress/9791-Lee-St-90630/home/3669757,PW21173446,33.8198371,-118.0279174,8.333
212,5931 Orange Ave,Cypress,CA,90630,780000,3,1.5,1131,6000,1962,19,690,http://www.redfin.com/CA/Cypress/5931-Orange-Ave-90630/home/3991795,RS21170157,33.8246079,-118.0294269,8.333
213,10711 Pamela St,Cypress,CA,90630,899900,4,2,1635,6600,1965,19,550,http://www.redfin.com/CA/Cypress/10711-Pamela-St-90630/home/3669730,OC21170045,33.8069568,-118.012822,4.333
214,6574 Ulithi St,Cypress,CA,90630,1170000,4,3.75,2361,5100,2005,25,496,http://www.redfin.com/CA/Cypress/6574-Ulithi-St-90630/home/3943040,PW21165475,33.7935537,-118.01838,9.333
215,6433 Bataan St,Cypress,CA,90630,849900,3,2,1400,5000,1972,25,607,http://www.redfin.com/CA/Cypress/6433-Bataan-St-90630/home/3944224,OC21162818,33.7954249,-118.0211475,9.333
216,11671 Luzon St,Cypress,CA,90630,1050000,4,3,2136,6175,1970,29,492,http://www.redfin.com/CA/Cypress/11671-Luzon-St-90630/home/3942120,OC21160325,33.7930842,-118.0272313,9.333
217,4232 Pearl Cir,Cypress,CA,90630,775000,3,2,1318,6785,1963,31,588,http://www.redfin.com/CA/Cypress/4232-Pearl-Cir-90630/home/7482535,PW21161394,33.8390894,-118.0593392,6
218,6461 Cantiles Ave,Cypress,CA,90630,1080000,4,2.5,2729,5219,1974,35,396,http://www.redfin.com/CA/Cypress/6461-Cantiles-Ave-90630/home/3943329,MB21153444,33.7991641,-118.0207798,8.333
219,4204 Via Verde,Cypress,CA,90630,888888,3,2,1536,5376,1967,69,579,http://www.redfin.com/CA/Cypress/4204-Via-Verde-90630/home/3984167,PW21128752,33.8228872,-118.0595679,8.5
220,8812 Belday St,Cypress,CA,90630,792000,3,2,1258,7205,1960,96,630,http://www.redfin.com/CA/Cypress/8812-Belday-St-90630/home/4025016,21-732918,33.8341657,-118.0449325,7
221,4252 Pearl Cir,Cypress,CA,90630,815000,4,2,1451,7575,1963,129,562,http://www.redfin.com/CA/Cypress/4252-Pearl-Cir-90630/home/4023902,PW21079981,33.8390817,-118.0588819,6.667
222,33091 Big Sur St,Dana Point,CA,92629,1195000,3,2,1620,7245,1962,2,738,http://www.redfin.com/CA/Dana-Point/33091-Big-Sur-St-92629/home/4966718,OC21183986,33.4823142,-117.6892023,6.333
223,24351 Titus Dr,Dana Point,CA,92629,1525000,4,2.5,2376,6825,1984,3,642,http://www.redfin.com/CA/Dana-Point/24351-Titus-Dr-92629/home/4967104,NP21150452,33.4865779,-117.7048286,7.667
224,33801 El Encanto,Dana Point,CA,92629,3250500,5,4.5,3300,4750,1963,4,985,http://www.redfin.com/CA/Dana-Point/33801-El-Encanto-Ave-92629/home/4984237,OC21182683,33.4717668,-117.7027666,6.333
225,24602 Jeremiah Dr,Dana Point,CA,92629,1325000,4,2.5,2067,5880,1983,5,641,http://www.redfin.com/CA/Dana-Point/24602-Jeremiah-Dr-92629/home/4966963,NP21178287,33.4860966,-117.7004966,7.667
226,33925 Cape Cv,Dana Point,CA,92629,1795000,3,2.5,2005,,1979,8,895,http://www.redfin.com/CA/Dana-Point/33925-Cape-Cv-92629/home/4959125,OC21168151,33.4700009,-117.7117478,6.333
227,53 Ritz Cv,Dana Point,CA,92629,9995000,4,6,6027,11200,2021,9,1658,http://www.redfin.com/CA/Dana-Point/53-Ritz-Cove-Dr-92629/home/4960852,OC21148120,33.4804419,-117.721763,7.667
228,35 Regina,Dana Point,CA,92629,1271000,3,2.5,1890,4200,1994,9,672,http://www.redfin.com/CA/Dana-Point/35-Regina-92629/home/4961455,OC21178290,33.4858073,-117.7073489,7.667
229,33661 Flying Jib Dr,Dana Point,CA,92629,2295000,3,2.5,2179,4510,1973,16,1053,http://www.redfin.com/CA/Dana-Point/33661-Flying-Jib-Dr-92629/home/4956156,LG21172820,33.4741149,-117.7076616,6.333
230,32765 Matthew Dr,Dana Point,CA,92629,1449000,4,3,2455,7770,1985,18,590,http://www.redfin.com/CA/Dana-Point/32765-Matthew-Dr-92629/home/4967738,OC21171755,33.4870563,-117.7039351,7.667
231,24701 Camarillo St,Dana Point,CA,92629,1399000,4,2.5,2105,7130,1971,19,665,http://www.redfin.com/CA/Dana-Point/24701-Camarillo-St-92629/home/4964001,P1-6009,33.4804735,-117.6988485,7.667
232,23965 Leeward Dr,Dana Point,CA,92629,2425000,3,2.5,2243,8036,1972,19,1081,http://www.redfin.com/CA/Dana-Point/23965-Leeward-Dr-92629/home/4957450,OC21170115,33.4787226,-117.7114271,6.333
233,7 Antigua,Dana Point,CA,92629,1350000,3,2.5,1955,2800,1989,20,691,http://www.redfin.com/CA/Dana-Point/7-Antigua-92629/home/4960615,LG21169276,33.4848008,-117.7076697,7.667
234,34551 Scenic Dr,Dana Point,CA,92629,18000000,8,5.75,4500,42192,1939,30,4000,http://www.redfin.com/CA/Dana-Point/34551-Scenic-Dr-92629/home/21937259,NP21162379,33.4606675,-117.7111068,6.333
235,32702 Seven Seas Dr,Dana Point,CA,92629,3750000,5,5.5,3867,14797,1962,43,970,http://www.redfin.com/CA/Dana-Point/32702-7-Seas-Dr-92629/home/4954478,OC21150544,33.4887784,-117.7279679,7.667
236,33944 Calle La Primavera,Dana Point,CA,92629,1550000,3,2.5,2468,2100,1990,45,628,http://www.redfin.com/CA/Dana-Point/33944-Calle-La-Primavera-92629/home/4986639,PW21146038,33.469645,-117.688847,6.333
237,33811 Chula Vista Ave,Dana Point,CA,92624,3499999,4,3.25,4109,6000,1982,46,852,http://www.redfin.com/CA/Dana-Point/33811-Chula-Vista-Ave-92629/home/4984202,OC21147227,33.4716377,-117.7064783,6.333
238,36 Ritz Cove Dr,Dana Point,CA,92629,8495000,4,4.5,4730,7161,2001,51,1796,http://www.redfin.com/CA/Dana-Point/36-Ritz-Cove-Dr-92629/home/4960768,OC21142788,33.4778174,-117.7209353,7.667
239,92 S La Senda Dr,Laguna Beach,CA,92651,10950000,4,4,5400,8284,2005,58,2028,http://www.redfin.com/CA/Laguna-Beach/92-S-La-Senda-Dr-92651/home/3267504,LG21136390,33.4869242,-117.7329619,9
240,23512 Seaward Isle,Dana Point,CA,92629,9995000,5,7.5,6097,8424,2019,66,1639,http://www.redfin.com/CA/Dana-Point/23512-Seaward-Isle-92629/home/4956412,LG21131611,33.4734876,-117.7189645,6.333
241,33 Monarch Bay Dr,Dana Point,CA,92629,20995000,5,6,10900,18400,2003,75,1926,http://www.redfin.com/CA/Dana-Point/33-Monarch-Bay-Dr-92629/home/4954987,LG21123419,33.48425,-117.7265704,7.667
242,34055 Crystal Lantern St,Dana Point,CA,92629,1395000,3,3,2100,2250,1988,76,664,http://www.redfin.com/CA/Dana-Point/34055-Crystal-Lantern-92629/home/4985704,OC21122300,33.4682948,-117.6902105,6.333
243,33011 Buccaneer St,Dana Point,CA,92629,1150000,4,2.5,2000,5600,1976,78,575,http://www.redfin.com/CA/Dana-Point/33011-Buccaneer-St-92629/home/4964904,OC21121464,33.4833541,-117.7064208,7.667
