,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating,Crime per Capita (1000s)
105,1200 Walling Ave,Brea,CA,92821,1495000,6,3.5,2774.0,8850.0,1960.0,11.0,539.0,http://www.redfin.com/CA/Brea/1200-Walling-Ave-92821/home/4133226,PW21177750,33.9338955,-117.91586070000001,5.25,2.5779186476492337
106,553 S Walnut Ave,Brea,CA,92821,699900,2,1.0,840.0,6125.0,1924.0,11.0,833.0,http://www.redfin.com/CA/Brea/553-S-Walnut-Ave-92821/home/4083774,PW21176717,33.912014,-117.904372,7.0,2.5779186476492337
107,1975 Skywood St,Brea,CA,92821,869900,3,2.0,1611.0,5002.0,1971.0,12.0,540.0,http://www.redfin.com/CA/Brea/1975-Skywood-St-92821/home/4119010,LG21176527,33.9303386,-117.927898,5.25,2.5779186476492337
108,856 Jones Dr,Brea,CA,92821,1100000,5,3.5,3452.0,4500.0,2003.0,16.0,319.0,http://www.redfin.com/CA/Brea/856-Jones-Dr-92821/home/5924533,IV21173665,33.9322199,-117.90984180000001,7.667,2.5779186476492337
109,1577 Gatewood Ct,Brea,CA,92821,550000,3,2.5,1302.0,1358.0,1973.0,16.0,422.0,http://www.redfin.com/CA/Brea/1577-Gatewood-Ct-92821/home/4120236,PW21173401,33.92955300000001,-117.9215762,5.25,2.5779186476492337
110,1708 Summerfield Cir,Brea,CA,92821,850000,4,2.5,2077.0,5000.0,1983.0,16.0,409.0,http://www.redfin.com/CA/Brea/1708-Summerfield-Cir-92821/home/4155725,PW21153319,33.922686799999994,-117.87926359999999,7.333,2.5779186476492337
111,2301 Raintree Dr,Brea,CA,92821,695000,2,1.75,1168.0,5040.0,1977.0,16.0,595.0,http://www.redfin.com/CA/Brea/2301-Raintree-Dr-92821/home/4153272,PW21158711,33.918984,-117.87010740000001,7.333,2.5779186476492337
112,3844 Grandview Dr,Brea,CA,92823,1388000,4,3.0,3252.0,6555.0,2002.0,16.0,427.0,http://www.redfin.com/CA/Brea/3844-Grandview-Dr-92823/home/5898593,PW21170743,33.9266004,-117.8422699,7.667,2.5779186476492337
113,2207 Crestview Cir,Brea,CA,92821,1085000,4,2.5,2958.0,5300.0,1976.0,19.0,367.0,http://www.redfin.com/CA/Brea/2207-Crestview-Cir-92821/home/4152134,OC21170730,33.92486160000001,-117.87177849999999,7.333,2.5779186476492337
114,315 S Flower Ave,Brea,CA,92821,1500000,3,2.5,2742.0,21000.0,1937.0,20.0,547.0,http://www.redfin.com/CA/Brea/315-S-Flower-Ave-92821/home/4082149,PW21169768,33.915213200000004,-117.898696,7.333,2.5779186476492337
115,17060 Vista Moraga,Yorba Linda,CA,92886,950000,4,2.5,2250.0,4000.0,2004.0,21.0,422.0,http://www.redfin.com/CA/Yorba-Linda/17060-Vista-Moraga-92886/home/5851162,PW21140832,33.9082454,-117.836569,8.0,0.8341137906813393
116,172 Brookside Ln,Brea,CA,92821,899000,4,2.5,1908.0,6900.0,1983.0,27.0,471.0,http://www.redfin.com/CA/Brea/172-Brookside-Ln-92821/home/4156261,CV21163961,33.921363799999995,-117.87621920000001,7.333,2.5779186476492337
117,1816 Evergreen Ave,Fullerton,CA,92835,799000,3,2.0,1272.0,7245.0,1963.0,28.0,628.0,http://www.redfin.com/CA/Fullerton/1816-Evergreen-Ave-92835/home/4086320,PW21162851,33.905563799999996,-117.8951256,6.0,6.69140839872717
118,419 Redtail Dr,Brea,CA,92823,850000,4,2.5,1531.0,3139.0,2002.0,32.0,555.0,http://www.redfin.com/CA/Brea/419-Redtail-Dr-92823/home/5804910,OC21152128,33.9250655,-117.8451774,7.667,2.5779186476492337
119,235 Verbena Ln,Brea,CA,92823,1750000,5,3.0,3495.0,34500.0,2004.0,32.0,501.0,http://www.redfin.com/CA/Brea/235-Verbena-Ln-92823/home/4141533,PW21159897,33.9309569,-117.80471899999999,7.667,2.5779186476492337
120,3511 Ironbark Way,Yorba Linda,CA,92886,1349900,4,3.0,2800.0,5086.0,2003.0,33.0,482.0,http://www.redfin.com/CA/Yorba-Linda/3511-Iron-Bark-Way-92886/home/5892133,PW21158782,33.9115477,-117.83588219999999,8.0,0.8341137906813393
121,852 E Davidson Ct,Brea,CA,92821,1000000,4,3.0,2398.0,4000.0,1987.0,37.0,417.0,http://www.redfin.com/CA/Brea/852-E-Davidson-Ct-92821/home/4150265,PW21155374,33.929568599999996,-117.882079,8.0,2.5779186476492337
122,855 Peterkin Pl,Brea,CA,92821,960000,4,3.0,2677.0,3052.0,2004.0,38.0,359.0,http://www.redfin.com/CA/Brea/855-Peterkin-Pl-92821/home/5924588,CV21155500,33.933048799999995,-117.909819,7.667,2.5779186476492337
123,605 Juniper St,Brea,CA,92821,1799000,5,3.75,3099.0,11761.0,1964.0,38.0,581.0,http://www.redfin.com/CA/Brea/605-Juniper-St-92821/home/4118734,PW21154525,33.9081172,-117.91313740000001,7.0,2.5779186476492337
124,923 E Almond Dr,Brea,CA,92821,759990,3,1.0,1125.0,6223.0,1954.0,41.0,676.0,http://www.redfin.com/CA/Brea/923-E-Almond-Dr-92821/home/4145757,OC21151606,33.921344899999994,-117.8859702,7.333,2.5779186476492337
125,3920 Landmark Ln,Brea,CA,92823,1250000,4,2.5,3061.0,4950.0,2002.0,44.0,408.0,http://www.redfin.com/CA/Brea/3920-Landmark-Ln-92823/home/5762291,TR21150092,33.9248748,-117.84119380000001,7.667,2.5779186476492337
126,805 N Sutter Ct,Brea,CA,92821,2375000,5,5.5,5380.0,8951.0,2015.0,54.0,441.0,http://www.redfin.com/CA/Brea/805-Sutter-Ct-92821/home/58553320,PW21132991,33.9304804,-117.86816680000001,7.667,2.5779186476492337
127,902 Buttonwood Dr,Brea,CA,92821,1199000,3,2.0,1900.0,8075.0,1970.0,116.0,631.0,http://www.redfin.com/CA/Brea/902-Buttonwood-Dr-92821/home/4142656,DW21090208,33.926951700000004,-117.88233770000001,8.0,2.5779186476492337
128,324 Copa De Oro Dr,Brea,CA,92823,2999999,4,3.5,5803.0,117612.0,1990.0,125.0,517.0,http://www.redfin.com/CA/Brea/324-Copa-de-Oro-Dr-92823/home/4142043,PW21080449,33.929485299999996,-117.8097568,7.667,2.5779186476492337
129,7284 Chippewa Cir,Buena Park,CA,90620,675000,3,1.5,1193.0,6552.0,1959.0,1.0,566.0,http://www.redfin.com/CA/Buena-Park/7284-Chippewa-Cir-90620/home/4042292,PW21185529,33.8551336,-118.01671040000001,5.333,3.4628840707332746
130,4207 W Porter Ave,Fullerton,CA,92833,590000,3,1.75,1245.0,6000.0,1961.0,2.0,474.0,http://www.redfin.com/CA/Fullerton/4207-W-Porter-Ave-92833/home/3310712,OC21182128,33.8610227,-117.9816665,5.333,6.69140839872717
131,7791 Pavonia Cir,Buena Park,CA,90620,739000,3,1.0,1311.0,7560.0,1959.0,3.0,564.0,http://www.redfin.com/CA/Buena-Park/7791-Pavonia-Cir-90620/home/3308028,PW21181132,33.8496203,-117.9840915,4.667,3.4628840707332746
132,8241 Holder St,Buena Park,CA,90620,780000,3,2.0,1072.0,7260.0,1955.0,3.0,728.0,http://www.redfin.com/CA/Buena-Park/8241-Holder-St-90620/home/3295332,21-774574,33.8441295,-118.01703059999998,7.667,3.4628840707332746
133,8171 Holder St,Buena Park,CA,90620,830000,3,2.0,1400.0,7370.0,1955.0,4.0,593.0,http://www.redfin.com/CA/Buena-Park/8171-Holder-St-90620/home/3295221,PW21171639,33.844138,-118.01520079999999,7.667,3.4628840707332746
134,7209 Van Buren Way,Buena Park,CA,90620,759900,4,2.0,1286.0,6000.0,1956.0,4.0,591.0,http://www.redfin.com/CA/Buena-Park/7209-Van-Buren-Way-90620/home/3675254,RS21180358,33.8378807,-118.0076527,4.333,3.4628840707332746
135,6647 San Homero Way,Buena Park,CA,90620,699800,3,1.75,1187.0,6000.0,1957.0,4.0,590.0,http://www.redfin.com/CA/Buena-Park/6647-San-Homero-Way-90620/home/3296678,PW21182479,33.837188,-118.01748799999999,5.0,3.4628840707332746
136,6530 Notre Dame Dr,Buena Park,CA,90620,1200000,4,2.5,2795.0,4675.0,1998.0,4.0,429.0,http://www.redfin.com/CA/Buena-Park/6530-Notre-Dame-Dr-90620/home/3673278,SB21175501,33.8289326,-118.0167906,5.0,3.4628840707332746
137,7777 Adams Way,Buena Park,CA,90620,699000,3,1.5,1259.0,6000.0,1956.0,4.0,555.0,http://www.redfin.com/CA/Buena-Park/7777-Adams-Way-90620/home/3674754,OC21172958,33.838357,-117.99736200000001,4.333,3.4628840707332746
138,5691 Tahoe Cir,Buena Park,CA,90621,715000,5,2.25,1992.0,2960.0,1966.0,5.0,359.0,http://www.redfin.com/CA/Buena-Park/5691-Tahoe-Cir-90621/home/3288571,PW21176425,33.878458,-117.99016599999999,6.333,3.4628840707332746
139,6042 Darlington Ave,Buena Park,CA,90621,580000,3,2.0,1275.0,6750.0,1939.0,5.0,455.0,http://www.redfin.com/CA/Buena-Park/6042-Darlington-Ave-90621/home/3283498,DW21181208,33.872850299999996,-117.9956855,5.0,3.4628840707332746
140,6316 Morgan Way,Buena Park,CA,90620,775000,4,2.0,1497.0,6300.0,1962.0,8.0,518.0,http://www.redfin.com/CA/Buena-Park/6316-Morgan-Way-90620/home/4041877,PW21158655,33.8520694,-118.0227943,7.0,3.4628840707332746
141,7852 Melrose St,Buena Park,CA,90621,949000,3,2.0,1360.0,7500.0,1928.0,8.0,698.0,http://www.redfin.com/CA/Buena-Park/7852-Melrose-St-90621/home/4061944,PW21177883,33.8611054,-117.99603259999999,5.0,3.4628840707332746
142,8930 San Salvador Cir,Buena Park,CA,90620,950000,4,3.0,2452.0,3769.0,2012.0,9.0,387.0,http://www.redfin.com/CA/Buena-Park/8930-San-Salvador-Cir-90620/home/45378428,PW21178533,33.8333533,-118.02082730000001,7.0,3.4628840707332746
143,8275 Galaxy Cir,Buena Park,CA,90620,975000,4,2.5,2475.0,5502.0,1982.0,9.0,394.0,http://www.redfin.com/CA/Buena-Park/8275-Galaxy-Cir-90620/home/3307905,DW21178476,33.8424693,-117.98809479999998,4.667,3.4628840707332746
144,6081 Homewood Ave,Buena Park,CA,90621,800000,3,2.0,1050.0,6750.0,1947.0,9.0,762.0,http://www.redfin.com/CA/Buena-Park/6081-Homewood-Ave-90621/home/3283437,PW21144602,33.872277200000006,-117.9973136,5.0,3.4628840707332746
145,7669 Larkspur Dr,Buena Park,CA,90620,749000,3,2.0,1304.0,5300.0,1975.0,11.0,574.0,http://www.redfin.com/CA/Buena-Park/7669-Larkspur-Dr-90620/home/3684008,OC21177749,33.8515903,-117.99470579999999,4.667,3.4628840707332746
146,8691 Hillcrest Rd,Buena Park,CA,90621,3150000,4,6.0,6114.0,14592.0,1968.0,12.0,515.0,http://www.redfin.com/CA/Buena-Park/8691-Hillcrest-Rd-90621/home/4102343,PW21176424,33.891798,-117.98130049999999,7.0,3.4628840707332746
147,1 Mariner,Buena Park,CA,90621,1150000,5,3.0,2567.0,5363.0,1999.0,13.0,448.0,http://www.redfin.com/CA/Buena-Park/1-Mariner-Cv-90621/home/4070861,PW21174878,33.8768118,-117.97887549999999,6.0,3.4628840707332746
148,7175 Santa Lucia Cir,Buena Park,CA,90620,760000,3,2.0,1263.0,6000.0,1956.0,14.0,602.0,http://www.redfin.com/CA/Buena-Park/7175-Santa-Lucia-Cir-90620/home/3673434,OC21174881,33.84072329999999,-118.0080187,5.667,3.4628840707332746
149,5262 Mccomber Rd,Buena Park,CA,90621,898700,3,2.0,1897.0,8050.0,1965.0,14.0,474.0,http://www.redfin.com/CA/Buena-Park/5262-McComber-Rd-90621/home/3284446,IV21174521,33.8840667,-118.00154540000001,5.333,3.4628840707332746
150,5631 Burlingame Ave,Buena Park,CA,90621,1350000,4,3.0,2838.0,8760.0,1959.0,20.0,476.0,http://www.redfin.com/CA/Buena-Park/5631-Burlingame-Ave-90621/home/4101170,PW21169688,33.878632700000004,-117.98747709999999,7.0,3.4628840707332746
151,7696 El Escorial Way,Buena Park,CA,90620,729000,3,1.0,1055.0,6700.0,1959.0,23.0,691.0,http://www.redfin.com/CA/Buena-Park/7696-El-Escorial-Way-90620/home/3683674,DW21168035,33.849044299999996,-118.0021172,5.0,3.4628840707332746
152,8652 La Homa St,Cypress,CA,90630,1050000,4,2.0,3290.0,6534.0,1925.0,26.0,319.0,http://www.redfin.com/CA/Cypress/8652-La-Homa-St-90630/home/4026444,PW21164647,33.8366601,-118.0357848,6.667,1.7945803672907819
153,7131 Santa Inez Cir,Buena Park,CA,90620,505000,3,1.5,1150.0,879.0,1964.0,29.0,439.0,http://www.redfin.com/CA/Buena-Park/7131-Santa-Inez-Cir-90620/home/3679810,RS21162916,33.845169,-118.008466,5.667,3.4628840707332746
154,5612 Sprague Ave,Cypress,CA,90630,1050000,4,3.0,2582.0,2500.0,2005.0,33.0,407.0,http://www.redfin.com/CA/Cypress/5612-Sprague-Ave-90630/home/7210028,PW21159356,33.837135700000005,-118.0346695,6.667,1.7945803672907819
155,7921 Franklin St,Buena Park,CA,90621,679000,2,1.75,860.0,5350.0,1930.0,34.0,790.0,http://www.redfin.com/CA/Buena-Park/7921-Franklin-St-90621/home/3282150,21-762904,33.8770393,-117.9949346,6.0,3.4628840707332746
156,8724 Orchid Way,Cypress,CA,90630,1249990,4,3.0,2675.0,4577.0,2016.0,37.0,467.0,http://www.redfin.com/CA/Cypress/8724-Orchid-Way-90630/home/143911017,PW21155053,33.8356029,-118.0328618,6.667,1.7945803672907819
157,7849 Adams Way,Buena Park,CA,90620,725000,4,1.5,1523.0,5580.0,1955.0,38.0,476.0,http://www.redfin.com/CA/Buena-Park/7849-Adams-Way-90620/home/3674778,PW21149767,33.8379403,-117.99517809999999,4.333,3.4628840707332746
158,4218 W Flower Ave,Fullerton,CA,92833,699000,4,2.0,1245.0,6000.0,1962.0,42.0,561.0,http://www.redfin.com/CA/Fullerton/4218-W-Flower-Ave-92833/home/3310365,RS21146500,33.8626601,-117.98203259999998,5.333,6.69140839872717
159,5516 Paraguay Dr,Buena Park,CA,90620,689900,3,1.0,980.0,6724.0,1958.0,53.0,704.0,http://www.redfin.com/CA/Buena-Park/5516-Paraguay-Dr-90620/home/4033988,WS21142815,33.85313789999999,-118.03688259999998,7.333,3.4628840707332746
160,6352 Darlington Ave,Buena Park,CA,90621,599999,2,1.0,931.0,6750.0,1927.0,98.0,644.0,http://www.redfin.com/CA/Buena-Park/6352-Darlington-Ave-90621/home/4062163,PW21104955,33.868155200000004,-117.99562079999998,5.0,3.4628840707332746
161,34441 Via Gomez,Dana Point,CA,92624,1999999,3,3.0,4201.0,5200.0,2006.0,13.0,476.0,http://www.redfin.com/CA/Dana-Point/34441-Via-Gomez-92624/home/5004501,OC21173434,33.4623109,-117.669129,6.667,3.8964569426405293
162,34521 Via Catalina Unit A & B,Dana Point,CA,92624,2195000,7,5.0,3689.0,6534.0,1945.0,5.0,595.0,http://www.redfin.com/CA/Dana-Point/34521-Via-Catalina-92624/unit-A-B/home/176139466,LG21181819,33.4612721,-117.672933,6.667,3.8964569426405293
163,35391 Beach Rd,Dana Point,CA,92624,4475000,3,2.5,3043.0,5398.0,1987.0,15.0,1471.0,http://www.redfin.com/CA/Dana-Point/35391-Beach-Rd-92624/home/5001079,CV21174387,33.449315999999996,-117.65708300000001,6.667,3.8964569426405293
164,35535 Beach Rd,Dana Point,CA,92624,4150000,2,2.0,1740.0,3321.0,1964.0,16.0,2385.0,http://www.redfin.com/CA/Dana-Point/35535-Beach-Rd-92624/home/5820009,OC21173639,33.447476,-117.65420400000001,6.667,3.8964569426405293
165,34820 Calle Del Sol,Dana Point,CA,92624,1749000,4,3.0,2391.0,7865.0,1954.0,18.0,731.0,http://www.redfin.com/CA/Dana-Point/34820-Calle-Del-Sol-92624/home/3571335,OC21171165,33.457836900000004,-117.6629645,6.667,3.8964569426405293
166,35787 Beach Rd,Dana Point,CA,92624,7500000,4,3.0,2796.0,4633.0,1954.0,18.0,2682.0,http://www.redfin.com/CA/Dana-Point/35787-Beach-Rd-92624/home/5003226,OC21170662,33.4425541,-117.6478206,6.667,3.8964569426405293
167,372 Plaza Estival,San Clemente,CA,92672,794000,3,2.5,1651.0,1575.0,1977.0,20.0,481.0,http://www.redfin.com/CA/San-Clemente/372-Plaza-Estival-92672/home/4999128,OC21169061,33.454349,-117.65584879999999,6.667,3.2351889008134633
168,35381 Beach Rd,Dana Point,CA,92624,5995000,4,4.0,3789.0,4738.0,1995.0,23.0,1582.0,http://www.redfin.com/CA/Dana-Point/35381-Beach-Rd-92624/home/5000564,OC21165000,33.449438,-117.65729499999999,6.667,3.8964569426405293
169,35527 Beach Rd,Dana Point,CA,92624,6950000,5,4.5,3986.0,4983.0,1991.0,30.0,1744.0,http://www.redfin.com/CA/Dana-Point/35527-Beach-Rd-92624/home/5001093,OC21156136,33.447655,-117.654335,6.667,3.8964569426405293
170,35067 Beach Rd,Dana Point,CA,92624,3998000,6,3.5,3000.0,6534.0,1963.0,33.0,1333.0,http://www.redfin.com/CA/Dana-Point/35067-Beach-Rd-92624/home/5000485,OC21158724,33.4533092,-117.66523329999998,6.667,3.8964569426405293
171,34691 Calle Rosita,Dana Point,CA,92624,1999000,4,3.0,3297.0,6812.0,1971.0,45.0,606.0,http://www.redfin.com/CA/Dana-Point/34691-Calle-Rosita-92624/home/3571445,OC21149068,33.458876399999994,-117.6632625,6.667,3.8964569426405293
172,35555 Beach Rd,Dana Point,CA,92624,6500000,3,3.5,4312.0,5110.0,1987.0,99.0,1507.0,http://www.redfin.com/CA/Dana-Point/35555-Beach-Rd-92624/home/5001100,OC21104249,33.447237,-117.653719,6.667,3.8964569426405293
173,35099 Beach Rd,Dana Point,CA,92624,7499999,9,7.0,4000.0,7841.0,1965.0,143.0,1875.0,http://www.redfin.com/CA/Dana-Point/35099-Beach-Rd-92624/home/5000496,PW21068529,33.452644899999996,-117.66413329999999,6.667,3.8964569426405293
174,2290 Channel Rd,Newport Beach,CA,92661,10650000,4,4.0,3418.0,4000.0,1963.0,11.0,3116.0,http://www.redfin.com/CA/Newport-Beach/2290-Channel-Rd-92661/home/3241534,NP21165282,33.5962234,-117.882079,7.667,4.211687138516407
175,3245 Montana Ave,Costa Mesa,CA,92626,1075000,3,2.0,1572.0,7665.0,1961.0,3.0,684.0,http://www.redfin.com/CA/Costa-Mesa/3245-Montana-Ave-92626/home/3691148,PW21179493,33.6891594,-117.9324746,5.667,3.8867742454296894
176,2988 Andros St,Costa Mesa,CA,92626,1299000,4,1.75,1641.0,7000.0,1959.0,3.0,792.0,http://www.redfin.com/CA/Costa-Mesa/2988-Andros-St-92626/home/3694987,OC21183527,33.680285299999994,-117.9254723,5.667,3.8867742454296894
177,1804 Ocean Ct,Costa Mesa,CA,92627,995000,3,3.0,1873.0,1456.0,2014.0,5.0,531.0,http://www.redfin.com/CA/Costa-Mesa/1804-Ocean-Ct-92627/home/58553546,OC21180676,33.63988270000001,-117.9424972,6.0,3.8867742454296894
178,2131 Republic Ave,Costa Mesa,CA,92627,1075000,3,1.0,1265.0,7210.0,1954.0,8.0,850.0,http://www.redfin.com/CA/Costa-Mesa/2131-Republic-Ave-92627/home/4566167,OC21178712,33.651548,-117.93892759999999,5.0,3.8867742454296894
179,3017 Ceylon Rd,Costa Mesa,CA,92626,1400000,4,2.0,1734.0,7209.0,1959.0,11.0,807.0,http://www.redfin.com/CA/Costa-Mesa/3017-Ceylon-Rd-92626/home/3694620,NP21177182,33.681238799999996,-117.93046090000001,5.667,3.8867742454296894
180,501 San Bernardino Ave,Newport Beach,CA,92663,3999999,6,6.5,4822.0,5875.0,2002.0,18.0,830.0,http://www.redfin.com/CA/Newport-Beach/501-San-Bernardino-Ave-92663/home/3241724,PW21168473,33.6257848,-117.921582,7.333,4.211687138516407
181,518 Santa Ana Ave,Newport Beach,CA,92663,4250000,5,5.5,5167.0,5875.0,1945.0,23.0,823.0,http://www.redfin.com/CA/Newport-Beach/518-Santa-Ana-Ave-92663/home/3241692,NP21166751,33.6264516,-117.92149040000001,7.333,4.211687138516407
182,660 Beach St,Costa Mesa,CA,92627,825000,3,1.5,1190.0,6600.0,1955.0,24.0,693.0,http://www.redfin.com/CA/Costa-Mesa/660-Beach-St-92627/home/4561985,LG21145578,33.645017200000005,-117.92611299999999,4.333,3.8867742454296894
183,1561 Orange Ave Unit B,Costa Mesa,CA,92627,1699000,4,3.0,2271.0,3002.0,2005.0,30.0,748.0,http://www.redfin.com/CA/Costa-Mesa/1561-Orange-Ave-92627/unit-B/home/5927231,NP21159326,33.631681,-117.92271399999998,7.333,3.8867742454296894
184,3151 Barbados Pl,Costa Mesa,CA,92626,1049000,3,2.0,1277.0,6100.0,1957.0,31.0,821.0,http://www.redfin.com/CA/Costa-Mesa/3151-Barbados-Pl-92626/home/3692863,PW21159030,33.6852698,-117.9278064,5.667,3.8867742454296894
185,983 Trabuco Cir,Costa Mesa,CA,92627,989000,3,2.5,1522.0,4125.0,1977.0,36.0,650.0,http://www.redfin.com/CA/Costa-Mesa/983-Trabuco-Cir-92627/home/4555600,OC21147301,33.6567844,-117.94007169999999,5.0,3.8867742454296894
186,1684 Shoreline Way,Costa Mesa,CA,92627,1250000,3,3.25,2197.0,1000.0,2016.0,37.0,569.0,http://www.redfin.com/CA/Costa-Mesa/1684-Shoreline-Way-92627/home/104302251,PW21156250,33.635670899999994,-117.9252215,7.333,3.8867742454296894
187,864 W 19th St,Costa Mesa,CA,92627,1300000,3,3.0,3334.0,6800.0,1955.0,39.0,390.0,http://www.redfin.com/CA/Costa-Mesa/864-W-19th-St-92627/home/4568867,OC21150644,33.6435855,-117.93501459999999,5.0,3.8867742454296894
188,2022 Baltra Pl,Costa Mesa,CA,92626,1579000,4,2.5,2580.0,7500.0,1964.0,44.0,612.0,http://www.redfin.com/CA/Costa-Mesa/2022-Baltra-Pl-92626/home/3699124,PW21146349,33.6760237,-117.94190220000002,5.333,3.8867742454296894
189,20552 Lavonne Ln,Huntington Beach,CA,92646,1895000,4,3.5,2457.0,6944.0,1965.0,45.0,771.0,http://www.redfin.com/CA/Huntington-Beach/20552-Lavonne-Ln-92646/home/3812668,OC21148482,33.664309100000004,-117.9493844,8.667,4.096401306419876
190,547 Santa Ana Ave,Newport Beach,CA,92663,2950000,3,2.0,2101.0,5875.0,1948.0,51.0,1404.0,http://www.redfin.com/CA/Newport-Beach/547-Santa-Ana-Ave-92663/home/4585669,NP21144322,33.6275146,-117.9212616,7.333,4.211687138516407
191,3115 Samoa Pl,Costa Mesa,CA,92626,935000,3,2.0,1277.0,6100.0,1957.0,54.0,732.0,http://www.redfin.com/CA/Costa-Mesa/3115-Samoa-Pl-92626/home/3694126,PW21139569,33.6834119,-117.9275433,5.667,3.8867742454296894
192,1896 Rhodes Dr,Costa Mesa,CA,92626,1415000,5,2.5,2538.0,9130.0,1963.0,55.0,558.0,http://www.redfin.com/CA/Costa-Mesa/1896-Rhodes-Dr-92626/home/3697659,OC21128998,33.674645899999994,-117.9361817,5.333,3.8867742454296894
193,2705 Starbird Dr,Costa Mesa,CA,92626,2299800,5,3.75,3005.0,6000.0,1975.0,59.0,765.0,http://www.redfin.com/CA/Costa-Mesa/2705-Starbird-Dr-92626/home/4554983,OC21136381,33.6690811,-117.9279895,5.333,3.8867742454296894
194,534 Westminster Ave,Newport Beach,CA,92663,3299800,5,5.5,4426.0,6375.0,2011.0,63.0,746.0,http://www.redfin.com/CA/Newport-Beach/534-Westminster-Ave-92663/home/4585464,WS21133470,33.628071899999995,-117.9227719,7.333,4.211687138516407
195,34 Ebb Tide,Newport Beach,CA,92663,1900000,3,3.5,2122.0,3920.0,2020.0,80.0,895.0,http://www.redfin.com/CA/Newport-Beach/34-Ebb-Tide-Cir-92663/home/175267173,IV21120136,33.631001399999995,-117.9312403,7.333,4.211687138516407
196,1589 Orange Ave,Costa Mesa,CA,92627,1290000,2,1.0,1000.0,6098.0,1946.0,100.0,1290.0,http://www.redfin.com/CA/Costa-Mesa/1589-Orange-Ave-92627/home/161039220,NP21103881,33.6323706,-117.9219939,7.333,3.8867742454296894
197,1578 San Bernardino Pl,Costa Mesa,CA,92627,2949000,4,4.75,3300.0,7841.0,2004.0,232.0,894.0,http://www.redfin.com/CA/Costa-Mesa/1578-San-Bernardino-Pl-92627/home/4591518,OC21000153,33.629038200000004,-117.91782890000002,7.333,3.8867742454296894
198,508 WESTMINSTER Ave,Newport Beach,CA,92663,2860000,5,5.5,5152.0,6375.0,2005.0,282.0,555.0,http://www.redfin.com/CA/Newport-Beach/508-Westminster-Ave-92663/home/5899393,OC20237643,33.627432,-117.92341270000001,7.333,4.211687138516407
199,6861 Via Kannela,Stanton,CA,90680,821000,3,2.0,1470.0,6000.0,1978.0,4.0,559.0,http://www.redfin.com/CA/Stanton/6861-Via-Kannela-90680/home/3672173,PW21183207,33.8055487,-118.01364540000002,4.333,3.7669248195563987
200,11031 Ticonderoga Dr,Los Alamitos,CA,90720,1399999,5,3.0,2111.0,7900.0,1955.0,5.0,663.0,http://www.redfin.com/CA/Los-Alamitos/11031-Ticonderoga-Dr-90720/home/3938080,OC21181401,33.80243770000001,-118.04914029999999,8.75,1.9524617996604414
201,10450 Rose Ann Cir,Cypress,CA,90630,1399900,5,3.0,3209.0,7022.0,2005.0,9.0,436.0,http://www.redfin.com/CA/Cypress/10450-Rose-Ann-Cir-90630/home/5955581,PW21157570,33.8111776,-118.0470136,8.5,1.7945803672907819
202,11260 Fichot Way,Cypress,CA,90630,599000,2,1.5,1392.0,2104.0,1974.0,9.0,430.0,http://www.redfin.com/CA/Cypress/11260-Fichot-Way-90630/home/3944770,AR21178881,33.7989437,-118.01762520000001,9.333,1.7945803672907819
203,5865 Rexford Ave,Cypress,CA,90630,1050000,4,3.0,2800.0,5520.0,1968.0,10.0,375.0,http://www.redfin.com/CA/Cypress/5865-Rexford-Ave-90630/home/3966316,PW21176474,33.8114073,-118.0306619,8.333,1.7945803672907819
